"period","entity_type","league_canonical","entity_name","metric","value","short_level","long_level","normalized_index","momentum_percent","trend_per_week","volatility_percent","regime","observations"
2026-05-11,"team","LCS","Disguised","aggression_ahead_league",100.714496,101.602368,100.884629,100.711445,0.711445,0.411559,2.11797,"hot_accelerating",27
2026-05-11,"team","LCS","Disguised","aggression_behind_league",109.697024,108.838151,105.85421,102.818916,2.818916,0.673189,1.982439,"hot_accelerating",27
2026-05-11,"team","LCS","Disguised","combined_kills_per_minute",1.023159,0.87889,0.864755,101.634575,1.634575,0.419682,21.091137,"hot_accelerating",27
2026-05-11,"team","LCS","Disguised","deaths_per_minute",0.677606,0.542385,0.54022,100.400762,0.400762,1.318433,72.391993,"hot_accelerating",27
2026-05-11,"team","LCS","Disguised","game_length_minutes",33.5,32.750629,32.075742,102.104042,2.104042,0.062384,16.250924,"hot_accelerating",27
2026-05-11,"team","LCS","Disguised","kills_per_minute",0.345553,0.336505,0.324535,103.688375,3.688375,-1.076374,64.984807,"hot_cooling",27
2026-05-11,"team","LCS","Disguised","rating_attack_global",87.085107,88.210711,89.410126,98.658525,-1.341475,-0.278977,2.274963,"cold_deteriorating",27
2026-05-11,"team","LCS","Disguised","rating_attack_league",94.941898,95.038142,95.688798,99.320029,-0.679971,-0.286542,2.342623,"cold_deteriorating",27
2026-05-11,"team","LCS","Disguised","rating_defense_global",94.896213,94.20336,97.756071,96.365739,-3.634261,-1.342946,4.167449,"cold_deteriorating",27
2026-05-11,"team","LCS","Disguised","rating_defense_league",82.889805,83.118966,88.022499,94.429228,-5.570772,-1.809397,5.163632,"cold_deteriorating",27
2026-05-11,"team","LCS","Disguised","snowball_index_league",98.592463,97.801681,98.496365,99.294711,-0.705289,-0.382524,1.504618,"cold_deteriorating",27
2025-10-06,"team","LCS","Estral Esports","aggression_ahead_league",106.198811,102.479524,100.953663,101.511447,1.511447,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","aggression_behind_league",105.854332,102.341733,100.900666,101.428203,1.428203,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","combined_kills_per_minute",1.071615,1.101257,1.113417,98.907797,-1.092203,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","deaths_per_minute",0.570637,0.498055,0.468278,106.358845,6.358845,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","game_length_minutes",30.39,29.486,29.115128,101.273811,1.273811,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","kills_per_minute",0.500978,0.603201,0.645139,93.499406,-6.500594,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","rating_attack_global",108.445309,99.424507,95.723665,103.866172,3.866172,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","rating_attack_league",114.520991,105.800367,102.222675,103.499901,3.499901,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","rating_defense_global",99.923397,104.065261,105.764488,98.393387,-1.606613,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","rating_defense_league",96.411364,98.542598,99.41695,99.12052,-0.87948,,0,"insufficient",2
2025-10-06,"team","LCS","Estral Esports","snowball_index_league",99.656691,99.862676,99.947183,99.915449,-0.084551,,0,"insufficient",2
2023-08-07,"team","LCS","Evil Geniuses","aggression_ahead_league",100.483177,99.32193,98.292116,101.047707,1.047707,0.434455,1.223845,"hot_accelerating",45
2023-08-07,"team","LCS","Evil Geniuses","aggression_behind_league",108.068065,107.147364,104.420897,102.611036,2.611036,1.19238,1.261857,"hot_accelerating",45
2023-08-07,"team","LCS","Evil Geniuses","combined_kills_per_minute",0.88052,0.928919,0.872183,106.50503,6.50503,3.684745,10.699482,"hot_accelerating",45
2023-08-07,"team","LCS","Evil Geniuses","deaths_per_minute",0.596227,0.541618,0.458634,118.093599,18.093599,6.846114,60.951305,"hot_accelerating",45
2023-08-07,"team","LCS","Evil Geniuses","game_length_minutes",25.8125,28.234722,30.062292,93.920723,-6.079277,-1.698933,22.079786,"cold_deteriorating",45
2023-08-07,"team","LCS","Evil Geniuses","kills_per_minute",0.284292,0.387302,0.413549,93.653084,-6.346916,0.178725,57.860662,"cold_recovering",45
2023-08-07,"team","LCS","Evil Geniuses","rating_attack_global",104.752495,103.787087,101.682132,102.070133,2.070133,0.771779,2.09823,"hot_accelerating",45
2023-08-07,"team","LCS","Evil Geniuses","rating_attack_league",107.649177,107.380438,106.541256,100.787659,0.787659,0.496752,2.921768,"hot_accelerating",45
2023-08-07,"team","LCS","Evil Geniuses","rating_defense_global",98.683688,101.556774,106.470664,95.384748,-4.615252,-1.758155,3.537324,"cold_deteriorating",45
2023-08-07,"team","LCS","Evil Geniuses","rating_defense_league",96.646714,99.189752,103.450752,95.881132,-4.118868,-1.748965,3.985932,"cold_deteriorating",45
2023-08-07,"team","LCS","Evil Geniuses","snowball_index_league",103.296839,102.318743,100.844397,101.462001,1.462001,0.553957,1.246542,"hot_accelerating",45
2026-06-01,"team","LCS","FlyQuest","aggression_ahead_league",103.807085,104.402706,103.003228,101.358674,1.358674,0.516239,1.157367,"hot_accelerating",93
2026-06-01,"team","LCS","FlyQuest","aggression_behind_league",108.942821,109.627494,108.987409,100.587302,0.587302,0.22685,1.573038,"hot_accelerating",93
2026-06-01,"team","LCS","FlyQuest","combined_kills_per_minute",0.694676,0.722189,0.795619,90.77067,-9.22933,-2.795386,17.423693,"cold_deteriorating",93
2026-06-01,"team","LCS","FlyQuest","deaths_per_minute",0.364894,0.332809,0.368712,90.262498,-9.737502,-4.369289,49.358042,"cold_deteriorating",93
2026-06-01,"team","LCS","FlyQuest","game_length_minutes",32.183333,32.643081,32.488749,100.475032,0.475032,0.390429,9.607798,"hot_accelerating",93
2026-06-01,"team","LCS","FlyQuest","kills_per_minute",0.329782,0.38938,0.426907,91.20957,-8.79043,-1.436031,61.297718,"cold_deteriorating",93
2026-06-01,"team","LCS","FlyQuest","rating_attack_global",97.579166,98.610584,99.042465,99.563944,-0.436056,0.409777,3.55372,"cold_recovering",93
2026-06-01,"team","LCS","FlyQuest","rating_attack_league",112.828847,112.338955,110.785462,101.402254,1.402254,1.093775,3.554224,"hot_accelerating",93
2026-06-01,"team","LCS","FlyQuest","rating_defense_global",109.987843,106.958475,106.046983,100.859517,0.859517,0.619258,1.329857,"hot_accelerating",93
2026-06-01,"team","LCS","FlyQuest","rating_defense_league",96.388064,94.299408,95.426091,98.819314,-1.180686,0.216333,1.83687,"cold_recovering",93
2026-06-01,"team","LCS","FlyQuest","snowball_index_league",95.725536,95.763116,97.760688,97.956672,-2.043328,-0.549359,0.805489,"cold_deteriorating",93
2023-08-14,"team","LCS","Golden Guardians","aggression_ahead_league",107.399546,105.921734,104.278202,101.576103,1.576103,0.083939,1.609837,"hot_accelerating",41
2023-08-14,"team","LCS","Golden Guardians","aggression_behind_league",98.091334,98.790419,100.512035,98.287154,-1.712846,-0.578318,0.847774,"cold_deteriorating",41
2023-08-14,"team","LCS","Golden Guardians","combined_kills_per_minute",0.789474,0.863034,0.843543,102.31067,2.31067,0.794526,22.531552,"hot_accelerating",41
2023-08-14,"team","LCS","Golden Guardians","deaths_per_minute",0.490018,0.435937,0.398561,109.377869,9.377869,2.358953,30.453296,"hot_accelerating",41
2023-08-14,"team","LCS","Golden Guardians","game_length_minutes",36.733333,33.286079,32.510414,102.385898,2.385898,-0.225859,19.033058,"hot_cooling",41
2023-08-14,"team","LCS","Golden Guardians","kills_per_minute",0.299456,0.427097,0.444982,95.980732,-4.019268,-0.606698,42.901025,"cold_deteriorating",41
2023-08-14,"team","LCS","Golden Guardians","rating_attack_global",109.672851,107.488438,103.668429,103.684833,3.684833,0.684379,1.562206,"hot_accelerating",41
2023-08-14,"team","LCS","Golden Guardians","rating_attack_league",112.58598,110.905322,108.457698,102.256754,2.256754,0.310699,1.482961,"hot_accelerating",41
2023-08-14,"team","LCS","Golden Guardians","rating_defense_global",104.265125,104.741912,104.621956,100.114657,0.114657,0.371883,2.02299,"hot_accelerating",41
2023-08-14,"team","LCS","Golden Guardians","rating_defense_league",104.764642,104.25766,101.862654,102.351211,2.351211,0.94695,2.063093,"hot_accelerating",41
2023-08-14,"team","LCS","Golden Guardians","snowball_index_league",104.403738,103.213113,102.143999,101.046674,1.046674,0.268951,0.609077,"hot_accelerating",41
2024-08-05,"team","LCS","Immortals","aggression_ahead_league",98.245121,98.012566,98.155418,99.854463,-0.145537,-0.120552,1.521609,"balanced",45
2024-08-05,"team","LCS","Immortals","aggression_behind_league",96.244758,95.832958,96.524646,99.283408,-0.716592,-0.010737,1.154742,"cold_deteriorating",45
2024-08-05,"team","LCS","Immortals","combined_kills_per_minute",0.635454,0.735283,0.74205,99.088077,-0.911923,0.123602,33.61509,"cold_recovering",45
2024-08-05,"team","LCS","Immortals","deaths_per_minute",0.414781,0.493907,0.472058,104.628566,4.628566,1.237257,42.007364,"hot_accelerating",45
2024-08-05,"team","LCS","Immortals","game_length_minutes",36.955556,34.543628,33.491839,103.140432,3.140432,-0.224103,20.51101,"hot_cooling",45
2024-08-05,"team","LCS","Immortals","kills_per_minute",0.220673,0.241376,0.269992,89.401028,-10.598972,-1.823525,75.458106,"cold_deteriorating",45
2024-08-05,"team","LCS","Immortals","rating_attack_global",87.410129,89.216577,90.910374,98.13685,-1.86315,-0.046568,4.850798,"cold_deteriorating",45
2024-08-05,"team","LCS","Immortals","rating_attack_league",85.295347,87.408203,89.708779,97.435506,-2.564494,-0.154953,3.235054,"cold_deteriorating",45
2024-08-05,"team","LCS","Immortals","rating_defense_global",95.150051,97.751816,98.935233,98.803846,-1.196154,-0.048499,3.179545,"cold_deteriorating",45
2024-08-05,"team","LCS","Immortals","rating_defense_league",93.246247,96.30024,97.524658,98.744504,-1.255496,0.045375,3.271292,"cold_recovering",45
2024-08-05,"team","LCS","Immortals","snowball_index_league",93.544479,94.152499,96.266272,97.804243,-2.195757,-0.130369,2.73232,"cold_deteriorating",45
2025-10-06,"team","LCS","Luminosity Gaming","aggression_ahead_league",100.75726,100.302904,100.116502,100.186186,0.186186,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","aggression_behind_league",100.019675,100.00787,100.003027,100.004843,0.004843,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","combined_kills_per_minute",0.799535,0.910929,0.956629,95.222793,-4.777207,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","deaths_per_minute",0.337628,0.267841,0.23921,111.968807,11.968807,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","game_length_minutes",33.316667,31.736667,31.088462,102.085034,2.085034,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","kills_per_minute",0.461907,0.643088,0.717419,89.63914,-10.36086,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","rating_attack_global",106.081708,99.772248,97.183751,102.663508,2.663508,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","rating_attack_league",109.793836,103.917534,101.506744,102.375005,2.375005,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","rating_defense_global",109.74512,106.555852,105.247434,101.243183,1.243183,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","rating_defense_league",108.988857,103.595543,101.382901,102.18246,2.18246,,0,"insufficient",2
2025-10-06,"team","LCS","Luminosity Gaming","snowball_index_league",101.931685,100.772674,100.297182,100.474083,0.474083,,0,"insufficient",2
2026-06-08,"team","LCS","LYON","aggression_ahead_league",98.626495,96.984736,95.688633,101.354501,1.354501,0.743078,1.014138,"hot_accelerating",29
2026-06-08,"team","LCS","LYON","aggression_behind_league",101.723777,102.165764,101.112063,101.042112,1.042112,0.469657,2.285923,"hot_accelerating",29
2026-06-08,"team","LCS","LYON","combined_kills_per_minute",0.66327,0.731269,0.75769,96.512873,-3.487127,-1.309005,27.584646,"cold_deteriorating",29
2026-06-08,"team","LCS","LYON","deaths_per_minute",0.171464,0.254077,0.298888,85.007388,-14.992612,-1.038038,40.688576,"cold_deteriorating",29
2026-06-08,"team","LCS","LYON","game_length_minutes",38.127778,36.357178,35.0291,103.791355,3.791355,1.159693,9.764571,"hot_accelerating",29
2026-06-08,"team","LCS","LYON","kills_per_minute",0.491806,0.477192,0.458802,104.008166,4.008166,-1.485527,30.057115,"hot_cooling",29
2026-06-08,"team","LCS","LYON","rating_attack_global",92.8407,92.638967,92.415969,100.241298,0.241298,0.256807,2.000223,"hot_accelerating",29
2026-06-08,"team","LCS","LYON","rating_attack_league",108.518274,106.293752,103.222339,102.975531,2.975531,0.976361,1.885032,"hot_accelerating",29
2026-06-08,"team","LCS","LYON","rating_defense_global",119.933856,117.750177,115.881837,101.61228,1.61228,-0.005084,3.250074,"hot_cooling",29
2026-06-08,"team","LCS","LYON","rating_defense_league",107.844554,107.304689,107.871356,99.474683,-0.525317,-0.742364,3.03883,"cold_deteriorating",29
2026-06-08,"team","LCS","LYON","snowball_index_league",102.135438,102.693188,102.217018,100.465842,0.465842,0.330191,1.225474,"hot_accelerating",29
2024-08-19,"team","LCS","NRG","aggression_ahead_league",99.440703,98.394046,99.035383,99.352416,-0.647584,-0.209563,0.879409,"cold_deteriorating",26
2024-08-19,"team","LCS","NRG","aggression_behind_league",102.973909,102.557052,101.125212,101.415907,1.415907,0.299597,2.043812,"hot_accelerating",26
2024-08-19,"team","LCS","NRG","combined_kills_per_minute",0.916631,0.905832,0.860116,105.31517,5.31517,1.618019,42.625986,"hot_accelerating",26
2024-08-19,"team","LCS","NRG","deaths_per_minute",0.387687,0.517038,0.504064,102.573948,2.573948,2.861405,99.429074,"hot_accelerating",26
2024-08-19,"team","LCS","NRG","game_length_minutes",36.696667,33.464419,33.536677,99.784543,-0.215457,-0.477876,29.118423,"cold_deteriorating",26
2024-08-19,"team","LCS","NRG","kills_per_minute",0.528944,0.388794,0.356052,109.195925,9.195925,-0.142247,30.154765,"hot_cooling",26
2024-08-19,"team","LCS","NRG","rating_attack_global",88.364399,90.383259,93.595287,96.568174,-3.431826,-0.812781,0.955955,"cold_deteriorating",26
2024-08-19,"team","LCS","NRG","rating_attack_league",86.960139,89.406561,92.999867,96.136225,-3.863775,-0.551501,1.708146,"cold_deteriorating",26
2024-08-19,"team","LCS","NRG","rating_defense_global",89.93202,92.823515,95.831653,96.861019,-3.138981,-0.145633,4.115308,"cold_deteriorating",26
2024-08-19,"team","LCS","NRG","rating_defense_league",85.019173,88.873986,93.15726,95.402104,-4.597896,-0.648529,3.870403,"cold_deteriorating",26
2024-08-19,"team","LCS","NRG","snowball_index_league",95.909792,97.941921,98.56151,99.371368,-0.628632,-0.015666,1.22361,"cold_deteriorating",26
2025-10-06,"team","LCS","SDM Tigres","aggression_ahead_league",100.586631,100.234653,100.090251,100.144271,0.144271,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","aggression_behind_league",101.399326,100.55973,100.215281,100.34371,0.34371,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","combined_kills_per_minute",1.063189,1.016391,0.997191,101.925341,1.925341,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","deaths_per_minute",0.852643,0.799383,0.777532,102.810238,2.810238,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","game_length_minutes",29.438889,30.185556,30.49188,98.995389,-1.004611,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","kills_per_minute",0.210546,0.217008,0.219659,98.793053,-1.206947,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","rating_attack_global",91.113766,93.785071,94.880991,98.844953,-1.155047,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","rating_attack_league",92.798657,97.119463,98.892101,98.207503,-1.792497,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","rating_defense_global",93.983209,100.251087,102.822525,97.49915,-2.50085,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","rating_defense_league",90.307949,96.12318,98.508915,97.578153,-2.421847,,0,"insufficient",2
2025-10-06,"team","LCS","SDM Tigres","snowball_index_league",96.210495,98.484198,99.416999,99.061729,-0.938271,,0,"insufficient",2
2026-05-25,"team","LCS","Sentinels","aggression_ahead_league",100.473773,101.760927,101.924014,99.839992,-0.160008,0.132768,1.550856,"balanced",14
2026-05-25,"team","LCS","Sentinels","aggression_behind_league",98.999487,97.535871,97.628184,99.905445,-0.094555,-0.208006,1.097929,"balanced",14
2026-05-25,"team","LCS","Sentinels","combined_kills_per_minute",0.666833,0.655154,0.723601,90.540755,-9.459245,-2.630484,17.888408,"cold_deteriorating",14
2026-05-25,"team","LCS","Sentinels","deaths_per_minute",0.44676,0.34165,0.388056,88.041474,-11.958526,-4.600853,67.142303,"cold_deteriorating",14
2026-05-25,"team","LCS","Sentinels","game_length_minutes",34.616667,33.698769,34.36178,98.070501,-1.929499,0.263751,13.367275,"cold_recovering",14
2026-05-25,"team","LCS","Sentinels","kills_per_minute",0.220073,0.313504,0.335545,93.431153,-6.568847,-0.351767,48.720005,"cold_deteriorating",14
2026-05-25,"team","LCS","Sentinels","rating_attack_global",90.865479,91.660361,92.383114,99.217657,-0.782343,0.187382,1.84935,"cold_recovering",14
2026-05-25,"team","LCS","Sentinels","rating_attack_league",101.695888,100.083071,99.6801,100.404265,0.404265,0.191291,2.318754,"balanced",14
2026-05-25,"team","LCS","Sentinels","rating_defense_global",114.621564,111.451148,109.288112,101.979205,1.979205,0.35468,2.661061,"hot_accelerating",14
2026-05-25,"team","LCS","Sentinels","rating_defense_league",101.707883,100.550912,100.073591,100.47697,0.47697,0.199775,2.668689,"balanced",14
2026-05-25,"team","LCS","Sentinels","snowball_index_league",96.67863,95.778275,96.461594,99.291616,-0.708384,-0.122839,1.762136,"cold_deteriorating",14
2026-05-25,"team","LCS","Shopify Rebellion","aggression_ahead_league",105.683375,104.236572,101.53365,102.662095,2.662095,0.638879,0.861895,"hot_accelerating",44
2026-05-25,"team","LCS","Shopify Rebellion","aggression_behind_league",104.515634,104.197831,103.146456,101.019304,1.019304,0.463756,1.617319,"hot_accelerating",44
2026-05-25,"team","LCS","Shopify Rebellion","combined_kills_per_minute",0.727288,0.81827,0.850574,96.202106,-3.797894,-1.50879,30.506547,"cold_deteriorating",44
2026-05-25,"team","LCS","Shopify Rebellion","deaths_per_minute",0.528706,0.474199,0.500917,94.666205,-5.333795,-1.297647,74.160738,"cold_deteriorating",44
2026-05-25,"team","LCS","Shopify Rebellion","game_length_minutes",31.594444,32.518973,32.43268,100.266068,0.266068,1.103234,6.811973,"hot_accelerating",44
2026-05-25,"team","LCS","Shopify Rebellion","kills_per_minute",0.198581,0.344071,0.349657,98.402428,-1.597572,-1.811273,92.75688,"cold_deteriorating",44
2026-05-25,"team","LCS","Shopify Rebellion","rating_attack_global",83.828845,83.258796,85.051433,97.89229,-2.10771,-0.9572,4.599189,"cold_deteriorating",44
2026-05-25,"team","LCS","Shopify Rebellion","rating_attack_league",95.071583,91.87946,91.802447,100.083889,0.083889,-0.480896,5.526472,"hot_cooling",44
2026-05-25,"team","LCS","Shopify Rebellion","rating_defense_global",97.287565,94.761335,96.975927,97.716349,-2.283651,-1.169813,5.099045,"cold_deteriorating",44
2026-05-25,"team","LCS","Shopify Rebellion","rating_defense_league",83.436401,82.859132,87.0056,95.234251,-4.765749,-1.834968,5.363472,"cold_deteriorating",44
2026-05-25,"team","LCS","Shopify Rebellion","snowball_index_league",98.188984,97.907979,97.360872,100.561937,0.561937,0.046369,1.828312,"hot_accelerating",44
2026-06-08,"team","LCS","Team Liquid","aggression_ahead_league",99.658032,101.642915,102.694656,98.975856,-1.024144,-0.296237,1.4534,"cold_deteriorating",98
2026-06-08,"team","LCS","Team Liquid","aggression_behind_league",98.885406,99.103153,98.856962,100.249038,0.249038,0.110433,0.956203,"balanced",98
2026-06-08,"team","LCS","Team Liquid","combined_kills_per_minute",0.658443,0.684086,0.733181,93.30392,-6.69608,-2.22009,12.638989,"cold_deteriorating",98
2026-06-08,"team","LCS","Team Liquid","deaths_per_minute",0.295184,0.304742,0.322981,94.352816,-5.647184,1.302448,44.728503,"cold_recovering",98
2026-06-08,"team","LCS","Team Liquid","game_length_minutes",33.3,33.113534,33.507332,98.82474,-1.17526,-0.273378,7.902964,"cold_deteriorating",98
2026-06-08,"team","LCS","Team Liquid","kills_per_minute",0.363259,0.379345,0.4102,92.478045,-7.521955,-4.993648,39.512581,"cold_deteriorating",98
2026-06-08,"team","LCS","Team Liquid","rating_attack_global",96.749338,98.314339,99.307422,98.999991,-1.000009,-0.700786,2.352152,"cold_deteriorating",98
2026-06-08,"team","LCS","Team Liquid","rating_attack_league",112.220796,112.829775,111.595698,101.105846,1.105846,-0.020907,2.442847,"hot_cooling",98
2026-06-08,"team","LCS","Team Liquid","rating_defense_global",126.21975,122.886629,118.434344,103.759286,3.759286,0.84878,2.735049,"hot_accelerating",98
2026-06-08,"team","LCS","Team Liquid","rating_defense_league",114.180324,111.255656,108.772033,102.283329,2.283329,0.217885,3.119777,"hot_accelerating",98
2026-06-08,"team","LCS","Team Liquid","snowball_index_league",101.001249,100.890635,101.132539,99.760805,-0.239195,-0.231027,1.911793,"balanced",98
2023-07-31,"team","LCS","TSM","aggression_ahead_league",98.997499,98.311424,98.535145,99.772953,-0.227047,0.013693,1.070023,"balanced",36
2023-07-31,"team","LCS","TSM","aggression_behind_league",101.706971,100.832622,101.217498,99.619753,-0.380247,-0.49245,1.239987,"cold_deteriorating",36
2023-07-31,"team","LCS","TSM","combined_kills_per_minute",0.813929,0.847167,0.805712,105.145203,5.145203,1.641829,23.858978,"hot_accelerating",36
2023-07-31,"team","LCS","TSM","deaths_per_minute",0.480383,0.493323,0.451403,109.286641,9.286641,3.479639,46.992126,"hot_accelerating",36
2023-07-31,"team","LCS","TSM","game_length_minutes",34.093333,30.49114,31.28737,97.455108,-2.544892,-2.097699,14.735802,"cold_deteriorating",36
2023-07-31,"team","LCS","TSM","kills_per_minute",0.333547,0.353845,0.354309,99.86886,-0.13114,-0.699607,72.560579,"cold_deteriorating",36
2023-07-31,"team","LCS","TSM","rating_attack_global",92.742505,93.631621,92.981518,100.699175,0.699175,0.34208,2.669975,"hot_accelerating",36
2023-07-31,"team","LCS","TSM","rating_attack_league",92.926815,94.793358,95.884695,98.861824,-1.138176,-0.278009,2.367907,"cold_deteriorating",36
2023-07-31,"team","LCS","TSM","rating_defense_global",95.075958,98.983987,100.886971,98.113746,-1.886254,-0.22671,2.689733,"cold_deteriorating",36
2023-07-31,"team","LCS","TSM","rating_defense_league",92.336966,96.197631,96.405829,99.78404,-0.21596,0.448307,3.530716,"cold_recovering",36
2023-07-31,"team","LCS","TSM","snowball_index_league",98.488196,98.246572,98.627692,99.613577,-0.386423,-0.133918,1.264351,"balanced",36
2023-07-03,"team","LEC","Astralis","aggression_ahead_league",95.519751,97.244763,98.68384,98.541731,-1.458269,-0.116382,1.059498,"cold_deteriorating",31
2023-07-03,"team","LEC","Astralis","aggression_behind_league",107.732915,106.841002,104.040829,102.691418,2.691418,0.321924,0.768657,"hot_accelerating",31
2023-07-03,"team","LEC","Astralis","combined_kills_per_minute",0.945158,0.868481,0.905266,95.936547,-4.063453,-0.348163,36.534817,"cold_deteriorating",31
2023-07-03,"team","LEC","Astralis","deaths_per_minute",0.770128,0.593169,0.549514,107.944301,7.944301,1.452062,61.856118,"hot_accelerating",31
2023-07-03,"team","LEC","Astralis","game_length_minutes",28.566667,29.478668,30.548244,96.49873,-3.50127,-0.337184,14.65278,"cold_deteriorating",31
2023-07-03,"team","LEC","Astralis","kills_per_minute",0.175029,0.275312,0.355752,77.388726,-22.611274,-3.128888,42.10442,"cold_deteriorating",31
2023-07-03,"team","LEC","Astralis","rating_attack_global",102.422016,106.450953,106.639385,99.8233,-0.1767,0.083384,2.628038,"balanced",31
2023-07-03,"team","LEC","Astralis","rating_attack_league",93.74192,95.058643,95.769435,99.257809,-0.742191,-0.062841,1.836086,"cold_deteriorating",31
2023-07-03,"team","LEC","Astralis","rating_defense_global",84.978721,82.853157,85.176733,97.272054,-2.727946,-0.415356,3.707498,"cold_deteriorating",31
2023-07-03,"team","LEC","Astralis","rating_defense_league",90.34625,90.292986,92.581082,97.528549,-2.471451,-0.350783,2.502597,"cold_deteriorating",31
2023-07-03,"team","LEC","Astralis","snowball_index_league",98.228895,98.839199,98.527219,100.316644,0.316644,0.067364,1.297561,"balanced",31
2023-08-21,"team","LEC","Excel Esports","aggression_ahead_league",100.156281,99.814292,99.07766,100.743489,0.743489,0.173314,0.657156,"hot_accelerating",35
2023-08-21,"team","LEC","Excel Esports","aggression_behind_league",104.11137,102.085794,99.785726,102.305008,2.305008,0.574701,2.597163,"hot_accelerating",35
2023-08-21,"team","LEC","Excel Esports","combined_kills_per_minute",0.905793,0.877148,0.834228,105.1449,5.1449,2.016475,21.517759,"hot_accelerating",35
2023-08-21,"team","LEC","Excel Esports","deaths_per_minute",0.447879,0.443152,0.42035,105.424533,5.424533,2.510999,43.711048,"hot_accelerating",35
2023-08-21,"team","LEC","Excel Esports","game_length_minutes",28.656667,30.979647,32.583274,95.078371,-4.921629,-0.959884,11.310984,"cold_deteriorating",35
2023-08-21,"team","LEC","Excel Esports","kills_per_minute",0.457914,0.433997,0.413878,104.860895,4.860895,1.514219,34.433605,"hot_accelerating",35
2023-08-21,"team","LEC","Excel Esports","rating_attack_global",104.065111,104.037618,103.065512,100.943192,0.943192,0.018205,2.550692,"hot_accelerating",35
2023-08-21,"team","LEC","Excel Esports","rating_attack_league",99.190502,98.901319,96.299068,102.70226,2.70226,1.093826,2.178708,"hot_accelerating",35
2023-08-21,"team","LEC","Excel Esports","rating_defense_global",90.642491,92.787409,92.84419,99.938843,-0.061157,0.917394,5.120569,"cold_recovering",35
2023-08-21,"team","LEC","Excel Esports","rating_defense_league",93.666087,96.742815,98.407576,98.3083,-1.6917,-0.004218,3.843721,"cold_deteriorating",35
2023-08-21,"team","LEC","Excel Esports","snowball_index_league",100.015768,101.068122,100.280163,100.785757,0.785757,0.368378,1.576329,"hot_accelerating",35
2026-05-04,"team","LEC","Fnatic","aggression_ahead_league",95.716884,97.348675,98.794079,98.536952,-1.463048,0.030067,1.225911,"cold_recovering",97
2026-05-04,"team","LEC","Fnatic","aggression_behind_league",98.562873,99.317564,100.631525,98.694285,-1.305715,-0.08257,1.191531,"cold_deteriorating",97
2026-05-04,"team","LEC","Fnatic","combined_kills_per_minute",0.879398,0.774676,0.775349,99.913132,-0.086868,-0.396468,15.365425,"cold_deteriorating",97
2026-05-04,"team","LEC","Fnatic","deaths_per_minute",0.510355,0.374634,0.379335,98.760745,-1.239255,-2.058648,61.245239,"cold_deteriorating",97
2026-05-04,"team","LEC","Fnatic","game_length_minutes",35.222222,35.545142,34.510097,102.999254,2.999254,1.095083,21.884366,"hot_accelerating",97
2026-05-04,"team","LEC","Fnatic","kills_per_minute",0.369043,0.400041,0.396014,101.016985,1.016985,1.195707,25.441413,"hot_accelerating",97
2026-05-04,"team","LEC","Fnatic","rating_attack_global",88.845997,87.95182,89.497461,98.272977,-1.727023,-0.209057,1.706962,"cold_deteriorating",97
2026-05-04,"team","LEC","Fnatic","rating_attack_league",98.122354,97.543023,99.548129,97.985793,-2.014207,-0.233827,2.007716,"cold_deteriorating",97
2026-05-04,"team","LEC","Fnatic","rating_defense_global",115.859441,112.903381,111.12526,101.600105,1.600105,-0.085924,3.490737,"hot_cooling",97
2026-05-04,"team","LEC","Fnatic","rating_defense_league",105.472698,101.766501,100.124923,101.63953,1.63953,-0.16285,3.636346,"hot_cooling",97
2026-05-04,"team","LEC","Fnatic","snowball_index_league",92.626096,94.725375,98.191273,96.470258,-3.529742,-0.295691,2.742792,"cold_deteriorating",97
